Holidays,Hawaiian pizza comes from Canada.,True,"Answer: True - it was created in 1962 by Sam Panopoulos at the Satellite Restaurant in Ontario, Canada."
Holidays,French fries originated from France.,False,Answer: False - we have Belgium to thank for the crispy fried goodness.
Holidays,Pizza was the first food consumed in space.,False,Answer: False - the astronauts first ate up applesauce.
Holidays,Caesar Salad originates from Italy.,False,"Answer: False - the delicious leafy goodness was a product of Tijuana, Mexico."
Holidays,Ears of corn have an even number of rows.,True,Answer: True - an average ear has 16 rows of kernels.
Holidays,"The names of the mascots for Rice Krispies are Snap, Crackle, & Pop.",True,Answer: True - the elf-like creatures first appear in the 1930s.
Holidays,Vanilla is the world’s most expensive spice.,False,"Answer: False - saffron is the most expensive spice. A kilogram requires the stigmas of about 150,000 flowers. "
Holidays,Mcdonald's has the most restaurants by location in the United States.,False,Answer: False - Subway takes the prize with locations in 49 out 50 states. 
Holidays,The Chinese New Year is celebrated on the same day every year.,False,Answer: False - the festival falls between January 21 and February 20 and is determined by the Chinese lunar calendar.
Sports ,Punxsutawney Phil is just a nickname for the famous groundhog.,True,"Answer: True - the groundhog’s full name is Punxsutawney Phil, Seer of Seers, Sage of Sages, Prognosticator of Prognosticators, and Weather Prophet Extraordinary."
Sports ,The first St. Patrick’s Day parade in the United States was held in New York City.,False,Answer: False - Boston hosted the first St. Patty’s Day parade in the U.S. in 1737.
Sports ,The tradition of dyeing Easter eggs started in the United States.,False,Answer: False - egg dyeing originated in ancient Ukraine. Painted eggs were believed to bring fertility and good harvests.
Sports ,"Only two men signed the Declaration of Independence on July 4, 1776.",True,"Answer: True - Charles Thompson and John Hancock signed the Declaration of Independence on July 4, 1776. Over the course of the next month, the other 54 delegates signed the historic document."
Sports ,The U.S. and Canada celebrate Thanksgiving on the same day.,False,Answer: False - the U.S. celebrates Thanksgiving on the fourth Thursday of November and Canada celebrates the holiday on the second Monday of October.
Sports ,Santa Claus has his own postal code.,True,Answer: True - in Canada the Postal Service has designated H0H 0H0 (ho ho ho) as the official postcode for letters to Santa. Volunteers have been helping Santa reply to the letters for over 30 years.
Sports ,There are seven nights in Kwanzaa.,False,"Answer: True - each night a candle is lit to observe the Ngubo Saba, the seven principles of Kwanzaa."
Sports ,Memorial Day has a special set of instructions regarding raising and lowering the U.S. flag.,True,"Answer: True - flags should be flown at half-staff from dawn till noon to honor those who have fallen in the line of duty. At noon, flags should be flown at full-staff to honor all those who have served. "
Sports ,Polo takes up the largest amount of space in terms of land area.,True,Answer: True - this “Sport of Kings” is played on a 300-yard by 160-yard field.
Miscellaneous,Every golf ball has the same number of dimples.,False,Answer: False - golf balls have between 300 to 500 dimples.
Miscellaneous,Football players started wearing helmets in 1943.,True,Answer: True - the first helmets were made of moleskin.
Miscellaneous,Brazil is the only nation to have played in every World Cup finals tournament.,True,Answer: True - the soccer-crazed country has also won the most titles.
Miscellaneous,World-renowned jeweler Tiffany & Co. is the maker of the Vince Lombardi trophy.,True,Answer: True - Tiffany has produced the trophy since the first Super Bowl in 1967.
Miscellaneous,There are 30 NFL teams.,False,"Answer: False - there are 32 teams divided into two conferences, the American Football Conference and National Football Conference."
Miscellaneous,The New York Marathon is the largest in the world.,True,Answer: True - this popular race had humble beginnings with only 127 runners when it started in 1970.
Miscellaneous,Three strikes in a row in bowling is called a chicken.,False,Answer: False - it is called a turkey.
Miscellaneous,An astronaut has played golf on the moon.,True,"Answer: True - Alan Shepard took time out of his space duties to hit the links, noting one of his shots “went for miles and miles.”"
Miscellaneous,The Tour de France always finishes in Italy.,False,"Answer: False - the finish line is on the Champs-Élysées, one of the most famous streets in Paris."
Miscellaneous,Soccer (football) is estimated to have more than 2 billion fans around the world.,False,Answer: False – Soccer is the world’s most popular sport with an estimated 4 billion fans worldwide. More than half the world’s population tunes in to watch the World Cup every four years. 
Miscellaneous,President George Washington brought macaroni and cheese to the USA.,False,"Answer: False - President Thomas Jefferson gets the credit. He brought the recipe back from Paris, France."
Animals,Marvel published its first comic in October 1939.,True,"Answer: True - if you can get your hands on a copy, you could sell it for up to $1 million."
Animals,The letter “T” is the most common in the English Language.,False,Answer: False - it's the letter “E”.
Animals,People who have chiclephobia are afraid of cats.,False,Answer: False - people who suffer from chiclephobia have a fear of chewing gum or being around a person chewing gum.
Animals,John Glenn became the oldest astronaut when he traveled to space at the age of 53.,False,Answer: False - John Glenn was actually 77 years old.
Animals,All the kings in a standard deck of cards have a mustache.,False,Answer: False - the King of Hearts does not have a mustache. 
Animals,Pepsi was the first soft drink to be enjoyed in outer space.,False,Answer: False - Coca-Cola first quenched the thirst of the astronauts.
Animals,The name of Batman’s butler is Albert.,False,Answer: False - the butler’s name is Alfred.
Animals,Fortune cookies were invented in China.,False,Answer: False - they were invented in the United States.
Animals,Henry VIII had eight wives.,False,Answer: False - he had six and had two of them executed.
Animals,The maximum length for a video posted on TikTok is 45 seconds.,False,Answer: False - it is 60 seconds.
Animals,The letter “J” is the only letter in the alphabet not included in the periodic table.,True,Answer: True - and no element name starts with “Q”.
Animals,Every country in the world has a rectangular flag.,False,Answer: False - Nepal’s flag resembles two pennants stitched together.
Animals,"The Harry Potter film, Chamber of Secrets, is the longest film of the Harry Potter movies.",True,Answer: True - set aside 161 minutes to watch this movie!
Animals,The official color of the Golden Gate Bridge in California is “Tennessee Orange.”,False,Answer: False - the color is known as “International Orange” and provides visibility to ships coming into the bay.
Animals,Dr. Pepper is the oldest soft drink in America.,True,"Answer: True - it was first sold in 1885 in a drug store in Waco, Texas."
